machine_type,air_temperature,process_temperature,torque,rotational_speed,tool_wear,machine_failure
M,297.6,308.9,38.1,1479,182,0
L,297.5,308.9,44.0,1469,185,0
L,297.5,308.9,47.4,1390,187,0
L,297.5,308.9,28.1,1729,189,0
L,297.5,309.0,43.5,1470,191,0
L,297.5,308.9,48.5,1459,193,0
L,297.5,308.9,24.0,1738,195,0
H,297.5,308.9,37.7,1471,197,0
L,297.6,309.0,25.4,1822,202,0
L,297.5,308.9,34.8,1554,204,0
M,297.6,308.9,43.2,1433,206,0
L,297.6,308.9,47.7,1449,209,0
L,297.8,309.0,41.2,1456,0,0
M,297.8,309.1,45.5,1424,2,0
H,297.9,309.2,34.7,1577,5,0
L,297.9,309.2,39.7,1478,10,0
M,297.8,309.2,61.2,1295,12,0
L,297.8,309.2,47.3,1372,15,0
M,297.8,309.1,42.6,1432,17,0
M,297.7,309.0,33.2,1656,20,0
H,297.8,309.0,48.8,1410,23,0
L,297.7,309.0,24.4,1874,28,0
L,297.7,309.0,43.2,1538,30,0
M,297.7,309.0,29.7,1636,32,0
M,297.7,309.0,40.4,1504,35,0
M,297.7,309.0,42.4,1531,38,0
H,297.6,309.0,26.4,1735,41,0
H,297.6,309.0,55.6,1354,46,0
H,297.6,309.0,40.2,1413,51,0
L,297.7,309.1,39.3,1563,56,0
L,297.7,309.1,42.1,1479,58,0
L,297.7,309.1,38.3,1477,60,0
L,297.6,309.1,50.0,1394,62,0
L,297.6,309.0,45.4,1487,64,0
M,297.6,309.0,25.3,1815,66,0
M,297.6,308.8,39.7,1453,69,0
L,297.6,308.8,40.2,1539,72,0
H,297.5,308.7,39.2,1416,74,0
M,297.6,308.8,31.6,1683,79,0
L,297.7,308.8,40.1,1515,82,0
M,297.7,308.9,48.3,1531,84,0
H,297.7,308.9,40.9,1479,87,0
L,297.7,308.9,33.7,1516,92,0
L,297.7,309.0,38.2,1507,94,0
M,297.8,309.0,43.3,1434,96,0
L,297.7,308.9,27.3,1838,99,0
M,297.6,308.8,45.9,1416,101,0
M,297.6,308.8,49.7,1357,104,0
M,297.5,308.7,28.1,1697,107,0
L,297.5,308.7,46.2,1443,110,0
L,297.5,308.7,37.6,1453,112,0
L,297.4,308.6,46.4,1439,114,0
L,297.4,308.6,36.2,1609,116,0
L,297.4,308.6,59.1,1324,118,0
H,297.4,308.6,45.8,1420,120,0
L,297.4,308.7,36.9,1545,125,0
L,297.5,308.8,39.0,1477,127,0
L,297.4,308.8,58.1,1447,129,0
L,297.4,308.9,23.8,1809,131,0
L,297.5,308.9,30.9,1696,133,0
L,297.5,308.9,44.7,1427,135,0
M,297.4,308.9,46.3,1500,137,0
L,297.5,308.9,44.6,1390,140,0
L,297.4,308.8,34.2,1640,142,0
M,297.4,308.8,37.4,1628,144,0
H,297.3,308.6,37.6,1499,147,0
M,297.4,308.7,50.3,1425,152,0
L,297.3,308.6,37.7,1586,155,0
M,297.3,308.6,50.7,1471,157,0
M,297.3,308.6,53.0,1431,160,0
L,297.2,308.6,22.1,1924,163,0
M,297.1,308.4,42.0,1421,165,0
H,297.0,308.4,54.6,1305,168,0
L,296.9,308.4,32.4,1557,173,0
L,296.9,308.3,38.2,1555,175,0
H,296.9,308.3,39.2,1474,177,0
L,296.8,308.3,45.9,1506,182,0
L,296.9,308.4,41.8,1390,184,0
M,296.9,308.4,46.9,1450,186,0
L,296.9,308.3,38.8,1513,189,0
L,296.8,308.2,34.7,1643,191,0
L,296.8,308.2,53.8,1361,193,0
L,296.7,308.1,40.9,1450,195,0
L,296.7,308.0,50.7,1451,197,0
L,296.8,308.1,62.0,1289,199,1
L,296.8,308.1,48.3,1356,201,0
H,296.7,308.1,46.3,1528,203,0
L,296.6,308.0,22.3,1978,208,0
L,296.7,308.0,36.8,1535,210,0
M,296.8,308.1,24.2,1843,212,0
L,296.9,308.1,48.7,1422,215,0
L,296.8,308.0,40.4,1536,217,0
M,296.9,308.1,44.3,1483,219,0
H,296.8,308.1,43.7,1492,222,0
L,296.8,308.0,40.4,1584,227,0
L,296.9,308.1,33.7,1555,229,0
L,296.8,308.0,41.7,1497,231,0
M,296.7,307.8,36.3,1537,233,0
L,296.7,307.8,39.4,1505,236,0
L,296.7,307.8,34.6,1646,238,0
M,296.7,307.8,60.5,1286,0,0
L,296.7,307.8,47.5,1400,3,0
L,296.8,307.9,56.5,1337,5,0
L,296.9,308.0,53.9,1332,7,0
L,296.8,308.0,38.3,1561,9,0
L,296.9,308.0,31.1,1546,11,0
L,296.9,308.0,29.3,1713,13,0
L,296.9,308.0,44.5,1343,15,0
L,296.8,308.0,54.4,1391,17,0
H,296.8,308.0,58.6,1311,19,0
H,296.8,308.0,51.0,1453,24,0
L,296.8,308.0,39.4,1510,29,0
L,296.8,307.9,48.8,1448,31,0
L,296.7,307.8,46.0,1453,33,0
L,296.7,307.8,39.2,1468,35,0
L,296.7,307.8,47.5,1382,37,0
L,296.7,308.0,32.2,1580,39,0
L,296.8,308.0,29.8,1666,41,0
M,296.9,308.0,50.7,1409,43,0
L,296.8,308.0,29.7,1675,46,0
L,296.8,307.9,30.8,1698,48,0
H,296.7,307.9,33.4,1579,50,0
L,296.7,307.9,27.9,1743,55,0
M,296.9,308.0,44.8,1497,57,0
L,296.9,308.1,28.8,1741,60,0
L,296.9,308.1,45.3,1435,62,0
M,296.9,308.1,46.3,1440,64,0
M,296.9,308.0,33.3,1641,67,0
L,296.8,307.9,45.4,1420,70,0
L,296.8,307.9,35.4,1611,72,0
L,296.8,307.8,42.9,1373,74,0
M,296.8,307.9,31.8,1683,76,0
H,296.9,307.9,32.6,1547,79,0
L,296.9,307.8,37.0,1605,84,0
M,296.9,307.9,18.9,2010,86,0
L,296.8,307.7,40.1,1565,89,0
M,296.9,307.8,24.6,1828,91,0
M,297.0,307.8,34.1,1579,94,0
M,297.0,307.9,24.2,1882,97,0
L,296.9,307.8,52.1,1285,100,0
L,296.9,307.8,35.0,1571,102,0
H,296.9,307.8,37.8,1549,104,0
M,296.9,307.8,37.6,1544,109,0
M,297.0,307.9,47.4,1412,112,0
M,297.0,307.9,53.0,1422,115,0
L,297.0,307.7,22.8,1867,118,0
L,296.9,307.7,43.3,1424,120,0
L,296.9,307.6,45.7,1452,122,0
L,296.9,307.7,39.7,1550,124,0
L,296.8,307.6,37.6,1588,126,0
L,296.8,307.6,44.4,1338,128,0
L,296.8,307.6,40.0,1513,130,0
M,296.8,307.5,45.9,1470,132,0
M,296.8,307.5,36.7,1516,135,0
L,296.8,307.6,48.3,1434,138,0
L,296.8,307.6,52.0,1368,140,0
L,296.8,307.6,48.7,1304,142,0
L,296.8,307.6,46.7,1398,144,0
L,296.7,307.6,37.4,1516,146,0
L,296.7,307.6,41.7,1474,148,0
M,296.7,307.6,34.7,1547,150,0
M,296.6,307.5,39.9,1482,153,0
L,296.6,307.4,42.8,1436,156,0
L,296.6,307.3,40.0,1474,158,0
L,296.5,307.2,38.2,1481,160,0
L,296.5,307.3,42.1,1501,162,0
L,296.5,307.3,37.2,1566,164,0
L,296.5,307.3,34.5,1579,166,0
L,296.6,307.4,35.0,1631,168,0
M,296.6,307.4,42.3,1544,170,0
L,296.6,307.4,38.6,1521,173,0
L,296.6,307.4,28.0,1616,175,0
H,296.6,307.4,50.2,1333,177,0
M,296.7,307.4,32.5,1533,182,0
L,296.6,307.4,45.1,1368,185,0
L,296.6,307.4,47.8,1465,187,0
H,296.6,307.4,41.5,1406,189,0
M,296.5,307.4,43.5,1565,194,0
L,296.6,307.5,37.9,1582,197,0
L,296.6,307.5,45.5,1439,199,0
M,296.6,307.5,35.0,1566,201,0
L,296.6,307.5,42.7,1485,204,0
L,296.5,307.5,35.1,1566,206,0
L,296.3,307.3,41.5,1439,208,0
M,296.4,307.4,50.0,1416,210,0
L,296.4,307.4,5.6,2833,213,1
L,296.3,307.4,47.1,1465,215,0
H,296.4,307.4,35.5,1586,0,0
L,296.3,307.3,31.4,1567,5,0
M,296.2,307.2,48.6,1389,7,0
M,296.3,307.3,49.5,1368,10,0
L,296.3,307.3,49.0,1444,13,0
M,296.3,307.3,41.6,1498,15,0
L,296.1,307.2,30.8,1615,18,0
L,296.1,307.1,22.7,1898,20,0
M,296.1,307.1,53.3,1350,22,0
M,296.2,307.0,37.6,1516,25,0
H,296.2,307.0,40.6,1542,28,0
H,296.1,306.9,32.6,1541,33,0
M,296.1,306.9,23.3,1951,38,0
H,296.1,306.8,31.0,1645,41,0
L,296.0,306.7,44.2,1416,46,0
M,296.0,306.7,22.3,2044,48,0
L,295.9,306.6,50.2,1414,51,0
L,295.9,306.6,26.7,1678,53,0
H,295.9,306.5,33.2,1594,55,0
M,295.8,306.5,37.7,1514,60,0
L,295.8,306.5,49.2,1358,63,0
L,295.8,306.4,56.2,1325,65,0
L,295.8,306.4,53.2,1339,67,0
M,295.8,306.4,51.7,1335,69,0
L,295.9,306.4,21.7,1892,72,0
L,295.9,306.4,28.5,1575,74,0
M,295.8,306.3,45.5,1444,76,0
L,295.7,306.3,22.4,1915,79,0
M,295.6,306.2,33.6,1584,81,0
M,295.7,306.3,34.9,1685,84,0
L,295.8,306.3,54.6,1337,87,0
M,295.8,306.3,76.2,1235,89,1
L,295.7,306.2,46.2,1464,92,0
M,295.7,306.2,25.9,1739,94,0
L,295.7,306.3,34.3,1490,97,0
L,295.8,306.4,48.0,1356,99,0
L,295.7,306.2,52.0,1397,101,0
L,295.7,306.2,40.6,1458,103,0
H,295.7,306.2,16.5,2161,105,0
M,295.6,306.1,28.1,1651,110,0
L,295.6,306.1,46.2,1389,113,0
L,295.6,306.0,52.4,1370,115,0
L,295.7,306.1,47.9,1408,117,0
L,295.7,306.1,54.4,1343,119,0
M,295.7,306.2,42.5,1423,121,0
L,295.6,306.2,48.6,1426,124,0
M,295.6,306.2,51.6,1435,126,0
L,295.5,306.1,35.1,1573,129,0
L,295.6,306.2,31.2,1612,131,0
L,295.6,306.2,49.9,1446,133,0
H,295.6,306.2,55.3,1329,135,0
L,295.6,306.2,35.1,1569,140,0
H,295.6,306.1,62.3,1256,142,0
L,295.6,306.1,48.7,1383,147,0
L,295.7,306.2,14.6,2270,149,1
H,295.7,306.2,49.8,1458,151,0
L,295.6,306.1,41.2,1474,156,0
M,295.6,306.1,49.2,1462,158,0
M,295.6,306.1,29.0,1669,161,0
M,295.5,306.1,24.3,1822,164,0
L,295.5,306.0,39.2,1456,167,0
L,295.5,306.0,35.9,1546,169,0
M,295.6,306.1,42.7,1490,171,0
L,295.6,306.0,40.4,1569,174,0
L,295.5,306.0,29.5,1621,176,0
M,295.4,305.9,40.6,1518,178,0
M,295.4,305.8,38.2,1526,181,0
M,295.3,305.8,36.2,1589,184,0
L,295.3,305.7,51.0,1475,187,0
M,295.3,305.7,38.5,1473,189,0
L,295.4,305.8,50.7,1407,192,0
M,295.5,305.9,44.1,1518,194,0
H,295.5,305.9,37.2,1593,197,0
M,295.5,305.9,52.4,1380,202,0
M,295.5,306.0,45.3,1423,205,0
L,295.5,306.0,27.6,1800,208,0
H,295.6,306.1,30.9,1623,210,0
L,295.6,306.1,55.6,1372,215,1
H,295.6,306.0,52.4,1396,0,0
L,295.6,306.0,21.9,1949,5,0
L,295.6,306.0,51.1,1419,7,0
M,295.5,305.9,47.3,1453,9,0
L,295.5,305.9,36.2,1542,12,0
L,295.6,306.0,50.0,1363,14,0
L,295.5,306.0,37.2,1597,16,0
M,295.5,306.0,50.8,1326,18,0
M,295.5,306.0,36.6,1641,21,0
M,295.6,306.1,46.2,1418,24,0
L,295.6,306.2,61.8,1263,27,0
L,295.6,306.2,25.8,1823,29,0
L,295.5,306.1,40.7,1488,31,0
L,295.6,306.2,48.9,1443,33,0
L,295.6,306.2,28.2,1650,35,0
M,295.7,306.3,44.3,1462,37,0
M,295.6,306.2,45.0,1477,40,0
M,295.7,306.3,28.5,1712,43,0
M,295.7,306.3,50.4,1347,46,0
L,295.6,306.2,54.8,1287,49,0
L,295.6,306.2,44.5,1428,51,0
M,295.6,306.3,45.5,1426,53,0
L,295.6,306.3,32.7,1636,56,0
L,295.6,306.2,42.5,1424,58,0
H,295.6,306.3,35.8,1509,60,0
L,295.5,306.2,48.9,1448,65,0
L,295.5,306.1,32.8,1650,67,0
H,295.6,306.2,42.5,1414,69,0
L,295.6,306.3,20.9,1911,74,0
H,295.6,306.2,32.2,1632,76,0
M,295.7,306.4,40.1,1387,81,0
L,295.8,306.4,47.6,1399,84,0
L,295.8,306.5,35.2,1505,86,0
L,295.8,306.5,37.9,1534,88,0
L,295.8,306.5,40.5,1493,90,0
M,295.8,306.6,43.2,1480,92,0
L,295.8,306.6,31.6,1621,95,0
L,295.7,306.5,26.2,1737,97,0
L,295.8,306.6,46.5,1508,99,0
M,295.8,306.5,32.2,1641,101,0
M,295.9,306.6,38.6,1532,104,0
L,295.9,306.7,40.9,1547,107,0
L,295.9,306.6,41.0,1412,109,0
L,295.8,306.5,35.1,1568,111,0
L,295.9,306.6,41.1,1557,113,0
L,295.8,306.6,35.2,1644,115,0
L,295.9,306.6,30.4,1679,117,0
L,296.0,306.6,35.2,1511,119,0
M,296.0,306.6,36.8,1628,121,0
M,296.0,306.6,51.3,1392,124,0
L,296.0,306.7,21.0,1917,127,0
M,296.2,306.8,42.3,1526,129,0
L,296.2,306.8,53.3,1389,132,0
L,296.1,306.7,42.8,1409,134,0
L,296.2,306.8,31.1,1655,136,0
L,296.2,306.9,39.1,1516,138,0
L,296.2,306.9,34.9,1526,140,0
L,296.3,307.1,48.6,1419,142,0
L,296.4,307.2,25.3,1748,144,0
H,296.4,307.1,32.5,1638,146,0
M,296.3,307.1,33.8,1534,151,0
H,296.3,307.1,25.9,1774,154,0
M,296.2,307.0,18.3,2119,159,0
L,296.2,307.0,48.3,1414,162,0
M,296.1,307.0,42.0,1523,164,0
L,296.1,307.1,35.7,1651,167,0
M,296.1,307.1,36.0,1485,169,0
M,296.2,307.2,63.4,1168,172,0
L,296.3,307.3,35.8,1566,175,0
M,296.3,307.2,51.1,1286,177,0
M,296.3,307.2,45.9,1446,180,0
M,296.4,307.2,19.4,2071,183,0
L,296.3,307.1,33.2,1560,186,0
L,296.3,307.1,29.6,1654,188,0
L,296.3,307.1,32.9,1662,190,0
L,296.3,307.2,35.0,1646,192,0
L,296.2,307.1,46.7,1444,194,0
H,296.3,307.2,42.0,1424,196,0
L,296.2,307.2,52.0,1382,201,0
L,296.2,307.1,53.4,1413,203,0
M,296.2,307.2,31.1,1633,0,0
L,296.2,307.1,41.7,1441,3,0
M,296.2,307.2,44.0,1385,5,0
M,296.2,307.2,34.8,1552,8,0
M,296.2,307.3,42.8,1451,11,0
M,296.1,307.1,38.5,1433,14,0
M,296.1,307.2,29.7,1619,17,0
L,296.2,307.2,41.8,1445,20,0
L,296.2,307.2,43.6,1356,22,0
M,296.3,307.2,68.3,1319,24,1
L,296.3,307.2,31.6,1637,27,0
L,296.3,307.2,58.6,1291,29,0
L,296.3,307.3,52.7,1398,31,0
L,296.3,307.3,57.7,1372,33,0
M,296.3,307.2,42.5,1454,35,0
L,296.2,307.2,36.5,1515,38,0
L,296.2,307.3,24.3,1881,40,0
L,296.2,307.3,29.9,1711,42,0
L,296.2,307.3,37.0,1475,44,0
L,296.4,307.4,36.8,1512,46,0
M,296.3,307.4,50.5,1335,48,0
L,296.3,307.4,39.9,1472,51,0
M,296.2,307.3,35.2,1477,53,0
L,296.3,307.4,28.4,1760,56,0
L,296.4,307.5,36.1,1549,58,0
L,296.3,307.4,34.0,1648,60,0
H,296.4,307.5,38.0,1556,62,0
M,296.3,307.4,19.1,1958,67,0
L,296.4,307.4,48.4,1403,70,0
M,296.4,307.5,31.4,1684,72,0
H,296.4,307.5,35.1,1596,75,0
L,296.6,307.6,41.1,1498,80,0
L,296.7,307.7,36.8,1524,82,0
L,296.7,307.7,43.9,1502,84,0
L,296.6,307.6,25.1,1809,86,0
L,296.6,307.6,37.4,1542,88,0
L,296.5,307.6,45.2,1431,90,0
L,296.5,307.6,43.6,1512,92,0
H,296.4,307.5,52.8,1403,94,0
L,296.4,307.5,47.8,1331,99,0
M,296.6,307.7,52.6,1474,101,0
L,296.5,307.6,33.5,1607,104,0
L,296.5,307.6,44.2,1415,106,0
L,296.6,307.6,28.8,1671,108,0
L,296.6,307.7,37.7,1556,110,0
L,296.7,307.7,23.9,1927,112,0
M,296.7,307.7,32.1,1597,114,0
H,296.8,307.8,30.5,1627,117,0
L,296.8,307.8,39.4,1480,122,0
L,296.8,307.8,39.5,1565,124,0
L,296.8,307.8,36.4,1573,126,0
L,296.7,307.8,31.3,1605,128,0
M,296.7,307.9,21.3,1874,130,0
H,296.7,307.9,53.8,1424,133,0
L,296.7,307.9,50.1,1420,138,0
L,296.8,307.9,49.0,1372,140,0
M,296.8,307.8,32.8,1664,142,0
M,296.8,307.9,44.3,1409,145,0
L,296.8,307.9,25.2,1718,148,0
M,296.9,307.8,40.3,1544,150,0
L,296.9,307.8,45.7,1466,153,0
L,296.8,307.8,47.7,1394,155,0
M,296.9,307.8,24.6,1840,157,0
M,296.9,307.8,37.2,1477,160,0
L,296.9,307.8,49.1,1425,163,0
M,297.0,307.9,46.2,1414,165,0
L,297.0,307.8,47.5,1414,168,0
L,297.0,307.9,31.7,1595,170,0
H,296.9,307.8,54.5,1345,172,0
L,296.9,307.7,35.9,1653,177,0
L,296.8,307.6,36.5,1547,179,0
H,296.9,307.7,30.8,1656,181,0
L,297.0,307.7,28.5,1731,186,0
L,297.0,307.8,28.0,1774,188,0
L,297.0,307.8,40.2,1521,190,0
H,297.1,307.9,39.8,1420,192,0
L,297.0,307.8,32.3,1683,197,0
M,297.0,307.7,47.1,1498,199,0
L,297.0,307.8,56.4,1385,202,1
L,297.0,307.9,49.0,1455,204,0
H,296.9,307.8,35.8,1549,206,1
M,296.9,307.8,43.9,1392,0,0
M,296.9,307.7,17.5,2008,3,0
L,296.9,307.7,41.4,1464,6,0
L,297.0,307.7,46.4,1447,8,0
M,296.9,307.6,32.0,1685,10,0
M,296.8,307.5,39.2,1443,13,0
L,296.9,307.5,44.4,1354,16,0
L,296.9,307.5,9.3,2721,18,1
L,297.0,307.6,35.8,1680,20,0
H,296.9,307.5,48.3,1397,22,0
M,296.9,307.4,37.9,1521,27,0
M,296.8,307.4,43.9,1472,30,0
H,296.8,307.5,30.0,1695,33,0
H,296.7,307.5,33.6,1607,38,0
L,296.8,307.5,54.8,1347,43,0
M,296.7,307.4,38.7,1540,45,0
L,296.6,307.4,42.7,1389,48,0
M,296.6,307.5,27.0,1734,50,0
L,296.7,307.6,38.6,1540,53,0
M,296.7,307.5,42.1,1515,55,0
L,296.6,307.4,45.8,1504,58,0
L,296.6,307.5,35.1,1557,60,0
L,296.5,307.4,52.5,1292,62,0
H,296.5,307.4,49.2,1432,64,0
M,296.5,307.4,55.6,1350,69,0
M,296.6,307.4,25.8,1790,72,0
H,296.4,307.3,37.4,1540,75,0
M,296.4,307.3,19.1,2077,80,0
L,296.4,307.3,37.5,1487,83,0
L,296.5,307.4,40.7,1523,85,0
L,296.5,307.5,41.8,1443,87,0
L,296.5,307.5,59.1,1340,89,0
H,296.6,307.7,31.0,1654,91,0
L,296.6,307.6,40.2,1459,96,0
L,296.5,307.6,38.5,1541,98,0
H,296.6,307.7,62.3,1386,100,1
M,296.7,307.8,69.0,1258,105,1
M,296.7,307.8,51.4,1375,108,0
L,296.8,307.9,30.8,1706,111,0
M,296.7,307.8,32.4,1672,113,0
M,296.8,307.9,25.2,1843,116,0
L,296.7,307.9,29.6,1690,119,0
L,296.8,307.9,46.5,1413,121,0
L,296.8,307.9,33.4,1489,123,0
L,296.8,307.9,61.4,1271,125,0
M,296.8,307.9,47.9,1418,127,0
M,296.9,307.8,50.7,1426,130,0
L,296.9,307.9,39.2,1535,133,0
L,296.9,307.8,38.1,1557,135,0
L,296.9,307.8,29.7,1653,137,0
L,296.9,307.9,41.6,1435,139,0
M,297.0,307.9,33.3,1569,141,0
M,296.9,307.9,44.8,1385,144,0
L,297.0,307.9,31.6,1635,147,0
L,296.9,307.9,43.9,1423,149,0
L,297.0,307.9,39.2,1479,151,0
L,297.0,307.9,69.1,1296,153,1
L,297.0,307.8,33.3,1553,155,0
L,297.0,307.9,42.2,1529,157,0
M,297.1,308.0,25.6,1690,159,0
L,297.1,308.0,58.0,1348,162,0
L,297.2,308.1,38.5,1446,164,0
L,297.1,307.9,50.0,1456,166,0
L,297.0,307.9,47.7,1350,168,0
L,297.1,307.9,38.3,1507,170,0
H,297.0,307.9,45.6,1448,172,0
L,296.9,307.9,29.9,1626,177,0
H,297.0,307.9,27.3,1846,179,0
H,297.0,307.8,40.7,1404,184,0
L,297.0,307.8,37.2,1583,189,0
L,297.0,307.9,47.7,1436,191,0
L,297.0,307.8,35.6,1609,193,0
H,297.0,307.7,23.8,1834,195,0
L,297.0,307.8,61.2,1316,200,1
L,296.9,307.8,57.1,1400,202,1
L,296.9,307.9,47.1,1367,204,0
L,297.1,308.1,30.3,1754,206,0
L,297.1,308.1,34.6,1487,208,0
M,297.1,308.1,37.7,1506,210,0
L,297.0,308.1,52.5,1362,213,1
L,297.1,308.1,36.8,1584,215,0
L,297.0,308.1,43.7,1355,217,0
M,297.1,308.1,24.3,1823,219,0
H,297.0,308.1,41.4,1517,222,0
L,297.1,308.1,36.6,1446,227,0
H,297.1,308.0,38.8,1559,229,0
M,297.1,308.1,44.4,1352,0,0
M,297.2,308.3,37.8,1578,3,0
M,297.2,308.3,42.0,1429,6,0
M,297.2,308.3,39.4,1604,9,0
L,297.3,308.5,60.4,1398,12,0
L,297.3,308.4,43.4,1441,14,0
H,297.3,308.4,35.6,1531,16,0
L,297.2,308.3,52.1,1379,21,0
L,297.3,308.3,48.1,1410,23,0
L,297.3,308.4,40.5,1513,25,0
L,297.3,308.5,47.5,1497,27,0
L,297.3,308.4,46.5,1491,29,0
L,297.3,308.4,47.8,1417,31,0
M,297.4,308.6,38.0,1522,33,0
L,297.3,308.4,52.1,1339,36,0
M,297.2,308.3,27.5,1794,38,0
L,297.2,308.4,42.1,1460,41,0
M,297.2,308.3,28.0,1776,43,0
M,297.2,308.3,43.7,1431,46,0
L,297.1,308.2,50.8,1347,49,0
M,297.0,308.1,43.1,1507,51,0
M,297.0,308.0,47.9,1408,54,0
M,297.0,307.9,34.7,1493,57,0
M,296.9,307.9,47.6,1441,60,0
H,296.9,307.9,36.5,1557,63,0
M,296.9,307.9,20.4,1979,68,0
M,296.9,308.0,55.9,1430,71,0
L,296.9,308.0,41.0,1658,74,0
M,297.0,308.1,51.4,1355,76,0
H,297.0,308.1,47.6,1410,79,0
L,296.9,308.0,34.5,1521,84,0
L,296.8,308.0,54.5,1371,86,0
H,296.9,308.0,53.5,1318,88,0
M,297.0,308.1,34.9,1573,93,0
L,297.0,308.1,44.1,1489,96,0
H,297.0,308.1,13.3,2540,98,0
L,297.0,308.1,39.0,1537,103,0
H,296.9,308.0,46.9,1416,105,0
L,296.9,307.9,56.5,1359,110,0
M,296.8,307.8,38.9,1551,112,0
M,296.8,307.8,33.0,1694,115,0
L,296.8,307.9,28.4,1709,118,0
L,296.9,308.0,41.0,1514,120,0
L,297.0,308.1,43.5,1455,122,0
M,297.0,308.2,30.7,1702,124,0
M,296.9,308.1,41.8,1357,127,0
L,297.0,308.2,29.4,1577,130,0
M,297.0,308.3,46.4,1399,132,0
L,297.0,308.3,59.0,1399,135,0
L,297.0,308.3,48.1,1492,137,0
L,297.1,308.3,25.7,1763,139,0
H,297.1,308.3,41.5,1492,141,0
L,297.1,308.4,42.5,1488,146,0
L,297.1,308.4,42.1,1422,148,0
M,297.1,308.4,38.2,1583,150,0
L,297.1,308.4,53.5,1304,153,0
M,297.1,308.4,23.5,1880,155,0
M,297.2,308.5,40.7,1604,158,0
L,297.2,308.6,37.1,1500,161,0
M,297.2,308.5,55.6,1364,163,0
H,297.2,308.5,14.0,2440,166,0
H,297.1,308.4,31.4,1654,171,0
H,297.1,308.4,46.6,1359,176,0
M,297.1,308.4,37.3,1502,181,0
M,297.1,308.4,32.6,1615,184,0
H,297.2,308.5,39.3,1482,187,0
L,297.2,308.6,31.3,1636,192,0
M,297.1,308.5,32.4,1621,194,0
L,297.1,308.4,44.4,1468,197,0
M,297.1,308.4,53.4,1432,199,0
L,297.1,308.4,28.4,1726,202,0
M,297.1,308.4,33.4,1588,204,0
H,297.2,308.5,33.3,1653,207,0
L,297.2,308.5,42.9,1513,212,0
L,297.2,308.6,40.2,1489,214,0
L,297.3,308.7,36.8,1467,216,0
L,297.3,308.7,36.1,1549,218,0
M,297.4,308.8,48.7,1359,220,0
L,297.5,308.8,41.5,1533,223,0
L,297.5,308.8,57.3,1309,0,0
H,297.5,308.8,49.4,1430,2,0
H,297.5,308.9,50.7,1419,7,0
M,297.5,308.9,37.7,1535,12,0
L,297.5,308.9,43.0,1466,15,0
L,297.5,308.9,50.4,1427,17,0
M,297.5,308.9,48.5,1280,19,0
L,297.6,309.0,33.8,1528,22,0
H,297.6,309.0,25.2,1885,24,0
H,297.8,309.2,33.0,1648,29,0
L,297.8,309.2,56.9,1400,34,0
M,297.8,309.3,15.7,2243,36,0
L,297.9,309.4,35.7,1558,39,0
L,298.0,309.6,34.8,1633,41,0
M,298.1,309.6,38.7,1549,43,0
L,298.0,309.5,45.8,1496,46,0
L,298.1,309.5,41.8,1467,48,0
M,298.0,309.4,65.9,1276,50,0
H,298.0,309.4,40.5,1490,53,0
H,298.0,309.4,38.1,1562,58,0
L,298.1,309.4,48.2,1397,63,0
H,298.1,309.5,40.2,1530,65,0
M,298.1,309.4,47.6,1362,70,0
M,298.2,309.4,34.4,1693,73,0
M,298.2,309.4,46.5,1408,76,0
L,298.2,309.4,52.9,1398,79,0
M,298.3,309.6,40.1,1531,81,0
H,298.3,309.5,37.1,1521,84,0
H,298.3,309.5,54.3,1427,89,0
L,298.3,309.4,36.1,1546,94,0
L,298.3,309.4,45.4,1356,96,0
L,298.4,309.5,15.3,2153,98,1
M,298.5,309.6,41.7,1492,100,0
L,298.5,309.6,40.3,1582,103,0
L,298.5,309.6,41.5,1419,105,0
M,298.5,309.6,48.2,1441,107,0
M,298.6,309.7,32.2,1635,110,0
L,298.6,309.7,45.8,1429,113,0
M,298.6,309.7,28.4,1675,115,0
M,298.7,309.7,23.8,1868,118,0
H,298.7,309.8,33.4,1582,121,0
L,298.8,309.9,40.3,1486,126,0
L,298.7,309.8,54.3,1402,128,0
L,298.7,309.9,34.1,1621,130,0
L,298.8,309.9,42.4,1428,132,0
M,298.7,309.8,53.6,1343,134,0
M,298.7,309.9,40.2,1458,137,0
L,298.7,309.8,57.0,1322,140,0
L,298.7,309.9,32.8,1483,142,0
L,298.6,309.8,45.7,1505,144,0
L,298.7,309.9,42.5,1593,146,0
L,298.8,310.0,19.6,2098,148,0
L,298.8,310.0,30.4,1672,150,0
L,298.8,310.0,41.4,1487,152,0
L,298.8,310.0,42.1,1423,154,0
L,298.9,310.1,25.0,1750,156,0
L,298.9,310.2,31.1,1654,158,0
L,298.9,310.2,50.2,1498,160,0
L,298.9,310.1,30.2,1587,162,0
L,298.9,310.1,42.6,1473,164,0
L,298.9,310.2,56.9,1359,166,0
M,299.0,310.3,34.5,1635,168,0
L,299.0,310.3,45.0,1520,171,0
L,299.0,310.3,36.7,1507,173,0
L,299.0,310.3,46.3,1428,175,0
M,299.0,310.3,33.3,1582,177,0
L,299.0,310.3,24.4,1929,180,0
M,299.0,310.3,38.1,1540,182,0
L,298.9,310.2,53.0,1362,185,0
H,298.9,310.1,49.9,1452,187,0
L,298.9,310.1,51.7,1361,192,0
M,298.8,310.1,74.5,1243,194,1
H,298.8,310.1,36.8,1567,197,0
